Referência;10/2010;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Guaxupé - MG;R$ 12,03;R$ 2,29;R$ 120,00;R$ 0,00;10.50% do Líquido
Ilhéus - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Indaiatuba - SP;R$ 85,60;R$ 34,24;R$ 1.712,00;R$ 0,00;5.00% do Bruto
Itabuna - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itaguaí - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Itaquaquecetuba - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;0.00% do Bruto
Itu - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Jaraguá do Sul - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Jundiaí - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Lajeado - RS;R$ 1.000,00;R$ 0,00;R$ 152,20;R$ 0,00;Fixo  semestre
Londrina - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Maceió - AL;R$ 15,00;R$ 6,00;R$ 300,00;R$ 0,00;5.00% do Bruto
Maringá - PR;R$ 44,18;R$ 17,67;R$ 883,50;R$ 0,00;5.00% do Bruto
Niterói - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Olímpia - SP;R$ 1.000,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo  semestre
Osasco - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Paulínia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Piracicaba - SP;R$ 135,56;R$ 54,22;R$ 4.857,70;R$ 1.928,00;5.00% do Líquido
Porto Alegre - RS;R$ 2.650,42;R$ 504,84;R$ 32.141,50;R$ 5.453,00;10.50% do Líquido
Presidente Prudente - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Recife - PE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ribeirão Preto - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Rio de Janeiro - RJ;R$ 881,16;R$ 352,47;R$ 20.396,08;R$ 1.855,00;5.00% do Líquido
Rio Grande da Serra – SP;R$ 4,11;R$ 0,78;R$ 174,00;R$ 127,00;10.50% do Líquido
Salvador - BA;R$ 1.000,00;R$ 0,78;R$ 130,00;R$ 111,00;Fixo  semestre
Santa Bárbara d´Oeste - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
São Bernardo do Campo - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
São José - SC;R$ 54,20;R$ 10,32;R$ 756,22;R$ 206,00;10.50% do Líquido
São José do Rio Preto - SP;R$ 2.817,74;R$ 536,71;R$ 50.513,23;R$ 18.495,00;10.50% do Líquido
São José dos Campos - SP;R$ 370,70;R$ 148,28;R$ 7.414,00;R$ 0,00;5.00% do Bruto
São Luis - MA;R$ 841,68;R$ 336,67;R$ 16.833,66;R$ 0,00;5.00% do Bruto
Sertãozinho - SP;R$ 700,00;R$ 336,67;R$ 1.296,98;R$ 0,00;Fixo  semestre
Simões Filho - BA;R$ 1.200,00;R$ 336,67;R$ 0,00;R$ 0,00;Fixo  semestre
Sinop - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Sorocaba - SP;R$ 304,89;R$ 58,07;R$ 4.969,30;R$ 1.842,00;10.50% do Líquido
Sumaré - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Suzano - SP;R$ 395,55;R$ 158,22;R$ 7.911,00;R$ 0,00;5.00% do Bruto
Taubaté - SP;R$ 170,29;R$ 68,12;R$ 3.405,88;R$ 0,00;5.00% do Bruto
Teresópolis - RJ;R$ 151,57;R$ 28,87;R$ 3.380,69;R$ 1.785,00;10.50% do Líquido
Timóteo - MG;R$ 49,00;R$ 9,80;R$ 490,00;R$ 0,00;10.00% do Bruto
Uberlândia - MG;R$ 575,02;R$ 230,01;R$ 11.500,44;R$ 0,00;5.00% do Bruto
Valinhos - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Vitória da Conquista - BA;R$ 2.000,00;R$ 0,00;R$ 2.563,80;R$ 0,00;Fixo  semestre
Total;R$ 20.421,47;R$ 3.780,40;R$ 200.195,25;R$ 32.907,00
