Referência;08/2010;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Olímpia - SP;R$ 1.000,00;R$ 0,00;R$ 850,00;R$ 0,00;Fixo  semestre
Osasco - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Paulínia - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Piracicaba - SP;R$ 404,25;R$ 161,70;R$ 15.930,99;R$ 7.129,00;5.00% do Líquido
Porto Alegre - RS;R$ 501,27;R$ 95,48;R$ 7.976,92;R$ 2.844,00;10.50% do Líquido
Presidente Prudente - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Recife - PE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ribeirão Preto - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Rio de Janeiro - RJ;R$ 743,83;R$ 297,53;R$ 22.611,11;R$ 6.717,00;5.00% do Líquido
Rio Grande da Serra – SP;R$ 1,57;R$ 0,30;R$ 113,00;R$ 93,00;10.50% do Líquido
Salvador - BA;R$ 1.000,00;R$ 0,30;R$ 447,00;R$ 71,00;Fixo  semestre
Santa Bárbara d´Oeste - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
São Bernardo do Campo - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
São José - SC;R$ 31,46;R$ 5,99;R$ 512,66;R$ 190,00;10.50% do Líquido
São José do Rio Preto - SP;R$ 5.026,45;R$ 957,42;R$ 89.591,00;R$ 32.528,00;10.50% do Líquido
São José dos Campos - SP;R$ 465,89;R$ 186,36;R$ 9.317,80;R$ 0,00;5.00% do Bruto
São Luis - MA;R$ 692,52;R$ 277,01;R$ 13.850,41;R$ 0,00;5.00% do Bruto
Sertãozinho - SP;R$ 700,00;R$ 277,01;R$ 3.662,29;R$ 0,00;Fixo  semestre
Simões Filho - BA;R$ 1.000,00;R$ 277,01;R$ 276,00;R$ 0,00;Fixo  semestre
Sinop - MT;R$ 68,40;R$ 22,80;R$ 1.140,00;R$ 0,00;6.00% do Bruto
Sorocaba - SP;R$ 402,28;R$ 76,63;R$ 6.835,90;R$ 2.697,00;10.50% do Líquido
Sumaré - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Suzano - SP;R$ 347,22;R$ 138,89;R$ 6.944,43;R$ 0,00;5.00% do Bruto
Taubaté - SP;R$ 136,03;R$ 54,41;R$ 2.720,60;R$ 0,00;5.00% do Bruto
Teresópolis - RJ;R$ 149,06;R$ 28,39;R$ 3.362,95;R$ 1.792,00;10.50% do Líquido
Timóteo - MG;R$ 98,00;R$ 19,60;R$ 980,00;R$ 0,00;10.00% do Bruto
Uberlândia - MG;R$ 346,66;R$ 138,66;R$ 6.933,19;R$ 0,00;5.00% do Bruto
Valinhos - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Vitória da Conquista - BA;R$ 1.500,00;R$ 0,00;R$ 2.894,80;R$ 0,00;Fixo  semestre
Total;R$ 19.549,69;R$ 3.604,91;R$ 229.193,40;R$ 57.219,00
