Referência;02/2010;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Piracicaba - SP;R$ 159,49;R$ 63,80;R$ 4.543,20;R$ 1.149,00;5.00% do Líquido
Porto Alegre - RS;R$ 46,33;R$ 8,82;R$ 1.084,00;R$ 594,00;10.50% do Líquido
Presidente Prudente - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Recife - PE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Ribeirão Preto - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Rio de Janeiro - RJ;R$ 283,83;R$ 113,53;R$ 11.357,75;R$ 5.170,00;5.00% do Líquido
Rio Grande da Serra – SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Salvador - BA;R$ 700,00;R$ 0,00;R$ 330,00;R$ 83,00;Fixo  semestre
Santa Bárbara d´Oeste - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
São Bernardo do Campo - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
São José - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
São José do Rio Preto - SP;R$ 1.430,96;R$ 272,56;R$ 26.225,95;R$ 9.907,00;10.50% do Líquido
São José dos Campos - SP;R$ 247,15;R$ 98,86;R$ 4.943,00;R$ 0,00;5.00% do Bruto
São Luis - MA;R$ 269,06;R$ 107,63;R$ 5.381,26;R$ 0,00;5.00% do Bruto
Sertãozinho - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Simões Filho - BA;R$ 700,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo  semestre
Sinop - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Sorocaba - SP;R$ 434,91;R$ 82,84;R$ 4.468,03;R$ 125,00;10.50% do Líquido
Sumaré - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Suzano - SP;R$ 213,02;R$ 85,21;R$ 4.260,43;R$ 0,00;5.00% do Bruto
Taubaté - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Teresópolis - RJ;R$ 22,61;R$ 4,31;R$ 937,52;R$ 680,00;10.50% do Líquido
Timóteo - MG;R$ 7,50;R$ 1,50;R$ 75,00;R$ 0,00;10.00% do Bruto
Uberlândia - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Valinhos - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Vitória da Conquista - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Total;R$ 7.866,12;R$ 1.299,20;R$ 87.353,30;R$ 17.852,00
