Referência;12/2013;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Tocantins - TO;R$ 27,36;R$ 10,94;R$ 547,12;R$ 0,00;5.00% do Bruto
Três Corações - MG;R$ 500,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 500.00 semestre
Três Rios - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Trianon - SP;R$ 1.750,00;R$ 175,00;R$ 1.587,96;R$ 0,00;Fixo 1750.00 semestre
Uberaba - MG;R$ 500,00;R$ 15,09;R$ 754,42;R$ 0,00;Fixo 500.00 semestre
Uberlândia - MG;R$ 835,05;R$ 334,02;R$ 16.701,01;R$ 0,00;5.00% do Bruto
Umuarama - PR;R$ 500,00;R$ 2,90;R$ 145,00;R$ 0,00;Fixo 500.00 semestre
Valinhos - SP;R$ 500,00;R$ 25,89;R$ 1.294,66;R$ 0,00;Fixo 500.00 semestre
Varginha - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Várzea Paulista - SP;R$ 500,00;R$ 50,00;R$ 914,45;R$ 0,00;Fixo 500.00 semestre
Viçosa - MG;R$ 400,00;R$ 0,00;R$ 0,00;R$ 0,00;Fixo 400.00 semestre
Vidigal - RJ;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Vila Formosa - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Vila Guilherme - SP;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Vila Maria - SP;R$ 400,00;R$ 40,00;R$ 1.180,00;R$ 0,00;Fixo 400.00 semestre
Vila Prudente - SP;R$ 1.750,00;R$ 175,00;R$ 1.560,32;R$ 0,00;Fixo 1750.00 semestre
Vinhedo - SP;R$ 500,00;R$ 50,00;R$ 917,55;R$ 0,00;Fixo 500.00 semestre
Vitória da Conquista - BA;R$ 500,00;R$ 33,96;R$ 1.698,00;R$ 0,00;0.00% do Bruto
Votuporanga - SP;R$ 500,00;R$ 50,00;R$ 6.923,68;R$ 0,00;Fixo 500.00 semestre
Xaxim - SC;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;% do Bruto
Total;R$ 105.336,32;R$ 8.597,76;R$ 343.108,21;R$ 28.682,00
