Referência;05/2012;
Franquia;Royalties;Fundo de Propaganda;Faturamento;Despesa;Tipo
Pouso Alegre - MG;R$ 3,95;R$ 1,58;R$ 79,00;R$ 0,00;5.00% do Bruto
Presidente Prudente - SP;R$ 27,16;R$ 10,87;R$ 543,26;R$ 0,00;5.00% do Bruto
Recife - PE;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Resende - RJ;R$ 38,11;R$ 15,24;R$ 762,20;R$ 0,00;5.00% do Bruto
Ribeirão Preto - SP;R$ 253,73;R$ 48,33;R$ 6.835,08;R$ 4.111,00;10.50% do Líquido
Rio Branco - AC;R$ 7,14;R$ 2,86;R$ 142,83;R$ 0,00;5.00% do Bruto
Rio de Janeiro - RJ;R$ 949,43;R$ 379,77;R$ 18.988,58;R$ 0,00;5.00% do Bruto
Rio Grande da Serra – SP;R$ 36,40;R$ 6,93;R$ 651,00;R$ 275,00;10.50% do Líquido
Rondonópolis - MT;R$ 7,45;R$ 2,98;R$ 149,00;R$ 0,00;5.00% do Bruto
Salto - SP;R$ 39,20;R$ 15,68;R$ 784,02;R$ 0,00;5.00% do Bruto
Salvador - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Santa Bárbara d´Oeste - SP;R$ 66,00;R$ 26,40;R$ 1.320,02;R$ 0,00;5.00% do Bruto
São Bernardo do Campo - SP;R$ 181,95;R$ 72,78;R$ 3.639,00;R$ 0,00;5.00% do Bruto
São Caetano do Sul - SP;R$ 133,69;R$ 53,48;R$ 2.673,79;R$ 0,00;5.00% do Bruto
São Carlos - SP;R$ 107,75;R$ 43,10;R$ 2.155,00;R$ 0,00;5.00% do Bruto
São José - SC;R$ 578,09;R$ 110,11;R$ 11.195,45;R$ 5.186,00;10.50% do Líquido
São José do Rio Preto - SP;R$ 6.422,70;R$ 1.223,37;R$ 114.747,22;R$ 39.327,00;10.50% do Líquido
São José dos Campos - SP;R$ 666,16;R$ 266,47;R$ 13.323,28;R$ 0,00;5.00% do Bruto
São José dos Pinhais - PR;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
São Luis - MA;R$ 2.280,49;R$ 912,20;R$ 45.609,89;R$ 0,00;5.00% do Bruto
Saúde -  SP;R$ 500,00;R$ 38,34;R$ 1.917,22;R$ 0,00;Fixo 500.00 semestre
Sinop - MT;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;5.00% do Bruto
Sorocaba - SP;R$ 3.428,57;R$ 653,06;R$ 53.644,04;R$ 18.577,00;10.50% do Líquido
Sumaré - SP;R$ 7,69;R$ 3,08;R$ 153,80;R$ 0,00;5.00% do Bruto
Suzano / Itaquaquecetuba / Arujá / Mogi- SP;R$ 1.212,83;R$ 485,13;R$ 24.256,68;R$ 0,00;5.00% do Bruto
Taubaté - SP;R$ 381,70;R$ 152,68;R$ 7.634,00;R$ 0,00;5.00% do Bruto
Teresópolis - RJ;R$ 14,04;R$ 2,67;R$ 140,00;R$ 0,00;10.50% do Líquido
Timóteo - MG;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;10.00% do Bruto
Tocantins - TO;R$ 811,82;R$ 324,73;R$ 16.236,41;R$ 0,00;5.00% do Bruto
Uberaba - MG;R$ 500,00;R$ 172,30;R$ 8.615,21;R$ 0,00;Fixo 500.00 semestre
Uberlândia - MG;R$ 1.027,59;R$ 411,03;R$ 20.551,71;R$ 0,00;5.00% do Bruto
Varginha - MG;R$ 500,00;R$ 24,65;R$ 1.232,70;R$ 0,00;Fixo 500.00 semestre
Vinhedo - SP;R$ 500,00;R$ 9,20;R$ 460,00;R$ 0,00;Fixo 500.00 semestre
Vitória - ES;R$ 455,71;R$ 182,29;R$ 9.114,27;R$ 0,00;5.00% do Bruto
Vitória da Conquista - BA;R$ 0,00;R$ 0,00;R$ 0,00;R$ 0,00;6.00% do Bruto
Volta Redonda - RJ;R$ 500,00;R$ 8,00;R$ 400,00;R$ 0,00;Fixo 500.00 semestre
Total;R$ 32.618,38;R$ 7.996,65;R$ 495.600,41;R$ 77.377,00
